"HolderAddress","Balance","PendingBalanceUpdate"
"0x4b8ff07e941405146bc719d2ebd2fc9179c67111","13493416.1807318","No"
"0x4c7e6f3091edd5d74e41e0b11b072fb35a662ea5","2587972.52286175","No"
"0x4d47658aa211f2de0a6b2242a8636531971d79e0","959008.250305948","No"
"0x4d8773a6fcda2d6d294cdb9af6a02ce1468a1782","9335871.84359632","No"
"0x4de0d11fc72db9e05b1ed3c4a74363ff0eda2b35","134452.653757006","No"
"0x4df8c0721460505f66bb1daf26df3640e476e523","233924.691446604","No"
"0x4ef0625c44ea5422e1fa1c5510a8e0dfa7cd0629","345682.63896796","No"
"0x4f7ea001bbc38e9a9426c2a4125b40a3dad8cf62","321597.916153797","No"
"0x4f91d67489929b2662f616ba37379748d53c8fc9","1512691.24667036","No"
"0x4fb3b4f3582500ccdaab9f41bfed2a7b0c2c3bbb","7580191.46860602","No"
"0x501815b61be696e06378caf2660d7a263b3adc17","85235.1735560531","No"
"0x50ba2e0190162ab1b108a148991f8442bd9c5a14","386646.493683255","No"
"0x51115f73f927fcf13ef6f27f6baa170156d44489","326930.322743675","No"
"0x51372b6c5dc966dca10b78bdcf0d995249378263","163710.984511055","No"
"0x513e64162b03b473325508e6220ebf7fef3197f8","13210279.0717849","No"
"0x5182b39b87330ad6e2b0061badad32aa379ce7e2","150741.190790615","No"
"0x518bb649f440b30b3fc959a76b2f87e89e47a093","1542968.23981215","No"
"0x51968f0321f9abf49571c64ee2ecf0cfcbe4288e","2919768.93813944","No"
"0x5224b3b9988d002a67666407929c1ae99e9ee0f3","9465399.16438149","No"
"0x5266d7349a2914331c768b32e51214c56aa1229b","606465.848101406","No"
"0x5269efcdf6860dd2fb571e81f274917ff8d10837","688272.337453698","No"
"0x528339625fabd9e921bc54d12276548d806e344e","1544533.3659748","No"
"0x53054252012d5fbd2cb8d5f21f3a1d61cbbe6045","2954460.28020369","No"
"0x534d662dabfd13493e4014fbb736521524358cb4","54457.6548389334","No"
"0x54fb063f08ad01d58fdae27107f0b537e54df36c","777310.236802176","No"
"0x561afc27fe3c06f9f25d40f18a71e69d1bbb1d87","2.0513442E-11","No"
"0x568d19f28d550127577f3c371fc22a5514054968","14796280.9041623","No"
"0x596f9bf286b8969b40dfdd558816e399f93b98d6","5375449.91145992","No"
"0x5a59bd009a0e882a231ae590e2f4ab76fa5889be","0.569202730633984","No"
"0x5a86b8a1f8cbb68b74d2dd10a93e3c07a26d6c0c","260991.070534646","No"
"0x5aad9af6234a17d2b2e143e022418f3a221ea4e7","2209286.99314741","No"
"0x5ad7e3c3c6dbf6ef4424e9c05c1ddc515e4f5100","1307353.55157379","No"
"0x5aefe1d014fd2420ab794894896b60dd13f13e0e","6721945.74937124","No"
"0x5baa688ddffa6b0cff959a8fa06671ceba330a20","150455.30050011","No"
"0x5bbe2ec074a9cd47009217e98f35f159a1983999","3090887.17689836","No"
"0x5c732943e1cd9e2e929a317ee330b04bf1ca8af2","279122.13632369","No"
"0x5ce6568fe1f3e9106e0ad2c64a4bd8b0fa937840","69071.4682976457","No"
"0x5cfd72bcbc603143b65a9e04edfc54570a7b7547","0.937164027938459","No"
"0x5d83192b5a78a55b42d8f9d4cfda6131d102e365","307767.445599777","No"
"0x5e8b3bb10b59d6e5b4147a2d44a34df1ee82f4b9","4724013.43467065","No"
"0x5ef9f94c5708b01d67985e46fd53f15cf0da4d2c","553682.395015745","No"
"0x5f27301af616e9fef85e7b0b347a385cc041b059","4429301.0577788","No"
"0x5f318f9f25bc6a204648e2095cc72e6e13491a0c","3706602.74247518","No"
"0x6096868f9634a09f1b9860a2da884cee09452aba","0.0276513034344989","No"
"0x60b9831ac1ecb2771458a21c77701a740094c0ad","6106275.77617186","No"
"0x60c31640f866cae0f6388e3a492617bb9f6f8363","565317.34544049","No"
"0x60e6822bed80def926d705eb492b22ba05649039","746806.612120588","No"
"0x60fa14fb6d1d2dfac6ec3f3b6410ee7c66a91c61","12856363.4304147","No"
"0x610361b7393a66a22ce3b6debe548d758e43b8e9","2318746.0939155","No"
"0x614c6b727b9e7d581ca80fde60a113c6bdc06794","582097.029298798","No"
"0x62bb8f55b5cf409a1b851ddd79902190322a8dd3","3000000","No"
"0x6389019b603930db94624558598f5f44bab4245f","1549500.63626039","No"
"0x6441f6bc425c3c0ee0025273c9e177e7960932d8","247256.312263345","No"
"0x64623d4892b47f8374c71a7a05647e688c2df8ae","1750000","No"
"0x65066a8bb3547c9be901499cf1871a18ea2027ca","298396.372619488","No"
"0x6559c622c8118e2c1c5ce01ed7ea13a0deb71f5f","5145136.6216519","No"
"0x661362e04874a5c31ed1eee304be55310e3b5859","947199.309719848","No"
"0x66208a8e79c42469d9862e85e3870a9c01894aa1","5213723.54927603","No"
"0x67908205f12d29ecda5becaaf51291e78237f90a","2000000.87130232","No"
"0x68e0389f5678f1f15346a136d3e3096a84040c9c","806686.164263791","No"
"0x6a17ee8c5a99ad569c3290c11d679ab44537e939","421447.758801709","No"
"0x6ac4ba02d11d5450906acfdd8e2db5ed6f398e2f","3705548.35513702","No"
"0x6b0acbf4b2fa151609491b2fa136a01aae0d593f","438493.467255975","No"
"0x6c58b7e21e69743b2ac0b6ddc23bc4c7c8dd7478","677172.554665613","No"
"0x6ca9d147e2f64e45b0bb4f83962f179f66c883ab","1261375.69307704","No"
"0x6e4d6a6a21de69166479aa88ac7a54f5d9750f64","10444640.8592293","No"
"0x6e864e4d78a87d8e043f7574cdc0e0c3e2f5afa7","139499.178115899","No"
"0x6f5daef1ba99a766dcb034ff9b92a985543b425e","294164.911783779","No"
"0x70de6c9770c586c3717ffa9b2fbb98e5ceda9c92","209674.547039307","No"
"0x711eeba10fc90098e2b32d4a8d97af68f406e65d","366532.131739977","No"
"0x724e5347595278745be8bca9bd539d529567609f","675936.130046529","No"
"0x7269ff8f634da447328782383c84280b9e0743af","189129.292485285","No"
"0x73225a55d13f2f49a0f9160185c558aec4992f95","3371128.54314536","No"
"0x74145c8b35f16ee765b3e265ac1154ee148d6acf","219685.610497512","No"
"0x74afb95d6009ae84151c3b311154f0fa98f0ed1b","1668892.86162293","No"
"0x7689507a801d5d5cb635ac392e3ebe2a094f6727","1000000","No"
"0x76a0984a6452241466b6f926f34c3388ceb7a35b","3071393.75023093","No"
"0x799c3ee6d7749930c89bb9bf1fae0483b9242b67","958972.434610897","No"
"0x79ed49dfb164d945734853e787a8821d968f3537","34713.4746349393","No"
"0x7a3793b3ba766492d867f374cb7e68443de52562","146551.120318283","No"
"0x7a87ed3845d265639e6b80cb6174f69938be128b","6590464.11424556","No"
"0x7b67615a9cc83c8291ff4c0aa7dc8f761710d771","10000000","No"
"0x7b6aecd1cf78257496bfdeaf027d2f969278be25","251360.978265839","No"
"0x7cefe412901cc3c969a4c6333790da367a563a63","4369911.26432568","No"
"0x7cfe71508d2baf439c1dc799306e2da0b9e5d185","1275491.93561782","No"
"0x7db7ae620c4a4a98d9a18973e9d77af033e854b5","0.489409411587767","No"
"0x7dbb4c106b23e145fa9594eddb84aa1773939656","683685.210649334","No"
"0x7ec723b4c7b77e784d188bc18d601b87871a42f7","1172885.07712735","No"
"0x7f04e9ae8a0d921dd3d12a37eb64dc3fdded1f8a","0.306578681509803","No"
"0x7f2ef6bd97e965c4e57c004894cf173ff559b2c0","2342689.98841398","No"
"0x7f5a98b17dae11e0f6463a57221b9324ca49eed3","1860000.00000038","No"
"0x8039c7a2fb2da8ceb5b82a86cf0625c57a2e1f15","9.435703E-11","No"
"0x807c87a64576849c43ce3e91a0a23bbf9a4658b3","722026.776724245","No"
"0x812def2c985de35f160fd0c889f51246b9ecc07e","2.29120543E-10","No"
"0x82565fe670cb58b8ad98b884334445fcdbc1900f","128460.600034885","No"
"0x82997d6629fd80b70eb1d3fbfa755bade32e8b79","219033.186530609","No"
"0x82ada6beccb46fca418ec89fbf1f95f38dbbedcb","530469.907874516","No"
"0x83c2e89b972e7e0d420356e9a7bb18d47a7d22b0","1494811.65708129","No"
"0x83fa79a991da40db1287089391e5091b0c6d2e19","160551.891655931","No"
"0x852a4c5948524649d6f323d739b61ff6aa54f384","5906115.48254852","No"
"0x868255d70a046207bfe85b4650b932c69a10eda3","354973.564133512","No"
"0x86e1a00ea0cce5abbb1b2ea75775d75e772f1634","129098.714126209","No"
"0x87221e2f876917f1abb903f4ccad04622b48238c","727965.611366729","No"
"0x87ee56f3be9185bd2042b5d3106240d26dae434b","6855448.74336819","No"
"0x88094b0f97fc49a87fcc7e972c95039eaeab0326","374395.97494376","No"
"0x882fb59c07b7bfa56d4e2ddc3d81f3ab5cbd2092","11708526.172513","No"
"0x8833508e07ae50748c103edfe804d7346f48c1b7","8169202.45943395","No"
"0x883e3b05cfe5ebde221264b20a82925b4d595354","2853705.11545098","No"
"0x88628e8fbcd04838955b2db1f485ea82ea62da89","3208843.01156951","No"
"0x88a88f2a523e267e907afd8d8fafa1e684bfa995","1153233.06185806","No"
"0x89b9956d3d20b33cc276542a182165caffb8c57d","5289580.89012266","No"
"0x89d7724b810952f1f797a9b248e3391bd8b663d6","5156673.42127985","No"
"0x8bb72a751f6c97fc7a195e83f08e64483040e712","1530913.03368539","No"
"0x8bf23542fad297d106f37ac7f65c38ecf28da39a","429465.073754361","No"
"0x8c2d18745e40681b585ddc82d2665b9073505a82","980628.747126231","No"
"0x8d01cb75d42b08b403d9bcbb79a895c86cac1dca","160981.072598177","No"
"0x8d32ebbae7f45724fac9e90a574cf37964556a33","442730.371526085","No"
"0x8e9e7f5b31dcab4ed2d9c3faaa7ae14ad1d40af0","769569.866119349","No"
"0x8eeb117c067948dde75fa9e71887a16d84c97cc3","707729.941994029","No"
"0x8f0592cadaae3a976f462fa3fc4f0a7e76a30145","1680493.22786798","No"
"0x8f46b13030da6062d39eaf5adca9d95f787af4ba","0.217303330493978","No"
"0x902dc1d8a22023369113f37545684879f4453c02","65716.1703482707","No"
"0x909a2efd79754a587fd654944bf1b8ae7fd7d2d1","638770.525946852","No"
"0x9124605ed746425a9b10e471d1207b1de9d98e3a","649521.680299281","No"
"0x919499bc3a7df8a9918b86158c2d6e2dc05af386","1064976.63336761","No"
"0x91977592fc11fc782dc25cf7e661575695d84956","2963239.59698361","No"
"0x92099ca66e54ced010f1b15a5342445867201bb1","170000","No"
"0x92e2b4ea9513ce44b2ce24de6243a4fc5a75cd71","13375229.9592044","No"
"0x9415e204c6861211e5f2bb777a96b7a79af47e35","1992404.43186729","No"
"0x94b52ce06ce6b5d4220491e7a1deae36d27ddf71","2848201.4964468","No"
"0x96146d0b4c45b2bad88cfe451a9d2d57d8cab822","552272.875490978","No"
"0x9625b41b5c87119b916d7a95a560a820cd857f21","232402.032382796","No"
"0x97f4cd25ed106b14abe83f6db10b9b821a519f94","0.130958581313027","No"
"0x983f1ceba38748602036f339f938500018c3921c","574136.718632012","No"
"0x9a8ea2262c2f37afc9ef809f0933f812b722e980","694515.103903228","No"
"0x9ae44c9ad953c828183d189d7587e02cece7cf8e","8971052.26165608","No"
"0x9b0814d90ea4bccd19d450166b35c446005d9fde","312462.381497078","No"
"0x9cdd9650eef80a2a873be9b0fe7dc0473c006b08","5000000","No"
"0x9d3f3ad9faf427f9527166e19ba975b2d6521602","68836.0601287746","No"
"0x9dd9fc1655130441f8c104748b98e3df0210e65f","439429.260365497","No"
"0x9e95c476a154f743d65396b9bc69295d04b3f734","1326401.78470481","No"
"0xa0ad81ac5751d9ce4faacd6268df62abeb19dccb","2000857.88783992","No"
"0xa10bee60b91776c9390292dad1dc04ba55343eb6","2473946.19729345","No"
"0xa10f725beeadb5a7ea653b3f5eecf786642b6fed","2477046.74706784","No"
"0xa1951d750d1754e93269ac73e01485173bdd2f12","1710775.16988283","No"
"0xa2a354d278873374c11dde52614271aec37494d0","418322.338857373","No"
"0xa5de09853775ecf54656f712ee8232058a58bbaf","132289.427472464","No"
"0xa6a91014e545dec4c8818c0121aa10b44d829dff","696865.121223923","No"
"0xa6f231cce63b50ea995d593784c0f048ec88d128","1257830.06464631","No"
"0xa7a8cbf5ae426f26cc3f43a57cbf1031d5acf394","1000000","No"
"0xa7f46e3dd6328cad32c21b11b9c7a0244d7359e4","3386995.35903898","No"
"0xa801e8995e3934a492899955c445370ec3f312cb","1406129.41609035","No"
"0xa869cf3aeed80c2f800d6de265eb8cd4eac7ea4e","148130.773481689","No"
"0xa8bd561c664e37a6bc7ee553a23434a1c4f02304","493761.323475139","No"
"0xa8c086722e279226b32cbffe24942a5ab023c04d","2864719.55804051","No"
"0xa9c26f3b5eec53532acc7cde72da424fee9170af","234462.673483919","No"
"0xaa43ae60830d676dbb1fdcc43a3391f5d0ec5630","4233559.92965416","No"
"0xaaa15472cd8bec8838b9b781c240dd2e7966285d","1054377.86003482","No"
"0xaae1cff62bc5c2e995ae4dec716889d0bad5d004","764730.501887234","No"
"0xabac14918c1a02ed5a661c4ec5c2e6245d4ed4cd","115502.025684142","No"
"0xabea83477132ade6bc0443b1f62ce4d926966216","255788.404411991","No"
"0xacc6da0b10bc90a1aa79099b278b44a550aa61d1","438312.072823994","No"
"0xad2e1fc0bced69aa3c7b9e82dad669e876d1784d","309705.729454621","No"
"0xad58257bf5d7db2b31ed2c8ced1bf3fd2ce8e7b3","1500000","No"
"0xb0789967d265407f6eed8865906d8b8174dc7d85","646679.473205746","No"
"0xb0c5b3b7a6e46b237c2813176ddf107b592f6314","182585.433728421","No"
"0xb0ec35c548affdb391e2ff15beb4028ab245b32c","1130843.57028827","No"
"0xb0ed2f8b6c33a964f07d4deddb0b498709a14f9e","0.549011932145054","No"
"0xb13c1f9e0f10aa41356643bc93ef7f26c1b7b496","1581140.30109465","No"
"0xb256bc0ec538b85ed25ab800d205d0b2673f739c","440246.858507183","No"
"0xb28f24b847fcd94719308345983b1c45e7e1ec85","2288187.8324573","No"
"0xb2af48cd7672ccc2dede72718f1b4c791188d3ff","1068340.01313707","No"
"0xb3aff2b51d939dfd4bc9844cc0c9fbb18c732685","900260.4960354","No"
"0xb4b989c7e13d5c7f45ceec30cfd838399d3f50bb","0.594565501632209","No"
"0xb50f89d3e55ec6d09de7c5ea77c9331146858d8f","954213.964295202","No"
"0xb54b3af64645a06abdbcd8caa4365c44bebccca0","15880.6654814588","No"
"0xb5cbf4ad3e30bbe78929f315cfbd0a9e8da670df","2560076.46769151","No"
"0xb5e630164a2a4f51d341580ba06ab5f05d4a50f1","253713.513462035","No"
"0xb657111ca34672af7658fb08a5692368a8bff9e1","3370560.26155999","No"
"0xb66f5535bcecca59b1aede06ade95030625f5d9b","122105.970953622","No"
"0xb6e0aee496a92caa2ce3fa547a8bbb3793db02ce","4498472.03941351","No"
"0xb74000f2db7cdf3cb7e61dbdabd40934814565b4","83330.4566400369","No"
"0xb7604bf45bd4466416fec43ba160e1540d8adf4b","1497935.80681383","No"
"0xb88b04708e8371c6177c3882e4f08221f82a21c1","1478653.1520678","No"
"0xb9c880402c093c4f94417473c6290772dfcfae7c","0.99266488816416","No"
"0xba6d4472b17b741ccd809076593f44f75240ded0","859125.328834221","No"
"0xbcab230a15ccb74e832fd3805c08b0a8fb02606d","47920.5521566281","No"
"0xbd9b8156b74f2fb47fdafba42efa94abdad9d5f9","914334.057664391","No"
"0xbdd257f891b3ba93ebf6fa19793d3fac3daaf34f","2585063.6903331","No"
"0xbdf623c85db2984a6ceb146a9b47d0b5ef8c4e87","394673.100477435","No"
"0xbe71c1c331b53a9ca8c17cd0b3c0dc9f146de854","6621333.94685598","No"
"0xbf57f1d442e8147dad8840774f66301d04bd2fb7","6.10408637E-10","No"
"0xc03787bdca96c67431ad52300693b9d2e6e9134c","810583.043410071","No"
"0xc115c7a545284399a708d87be435f4d4ed139906","377847.199105759","No"
"0xc329c1b865b8675dd5e37c7ff06308f039be5e81","150285.685806603","No"
"0xc4146fd13dc14c4fc7f21b03e5feedbf8010ec5b","39564395.6982602","No"
"0xc420063a27fe1fa3ab8d77260cd5deb9805d07a8","562766.745642017","No"
"0xc45f18e713c0d40177845b3103acec47fda4bd0a","1241379.59818753","No"
"0xc46e835b72c835dee13bfbe3651dfcda82f28988","941992.859775044","No"
"0xc61b222fd2a5cd0631897e022f9a7dc09e97257e","380385.713705573","No"
"0xc7ae2e3e665011c5df65776b426897508ac50524","356564.563409401","No"
"0xc8055bd194e8904e21b92da3ab36a58f4ce3c2a7","554933.645189","No"
"0xc92f819ebc87ee90006a9542f24c58308a6e6140","104261.76053603","No"
"0xca370907305db1a7d667a80b2282b26037043c7d","686691.714311737","No"
"0xca73c0d56e49e1ba629defcff007497630c3d926","793557.191995356","No"
"0xcb001734cf4b55f9ba43ff1f61c4c03bd0dc9065","570280.116417204","No"
"0xcbfdb4afa03fbddfd10de2e751f7f625236a1f90","535528.833061583","No"
"0xcc0d37da25b9d5045adece0909a102dfedce28c3","1469555.08784655","No"
"0xcc35547ba7462c08f6e377e16e8731a97ae73bdd","74536.5794552518","No"
"0xccee66d02065b3c10e507676913d4446ba1cd4ce","1114963.27021684","No"
"0xcf17a969555ef783fb664e80a31525406f0d0936","8000000","No"
"0xd03973f9d172b0ab403b50543a75a3e3c0229bc1","688791.712074917","No"
"0xd16a1d6795f331fe11e7aee8a43419f273bf2f0b","2486754.24939038","No"
"0xd1ec673da31317e529824c7cc274317bf67ddb55","3041163.52441346","No"
